gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,RevenuePerMonth,ChargeRatio,HighValueCustomer
1,0,1,1,22,1,0,20.15,419.9,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,18.256521739130434,1.0463987356062316,0
1,0,1,1,16,1,0,64.25,1024.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,60.23529411764706,1.0492315081652257,0
1,0,0,0,10,1,0,25.7,251.6,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,22.87272727272727,1.0765422696115765,0
0,0,0,1,13,1,1,56.0,764.55,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,54.61071428571428,1.0070001926658534,0
0,0,1,0,20,1,0,82.4,1592.35,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,75.82619047619048,1.0725509033997584,1
0,0,0,0,2,1,1,69.7,135.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,45.06666666666666,1.5130246020260494,0
1,0,0,0,53,1,1,73.9,3958.25,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,73.30092592592592,0.994604025172908,1
0,0,1,1,11,1,0,20.6,233.9,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,19.491666666666667,1.005286701911346,0
1,0,1,0,69,1,0,19.9,1363.45,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,19.477857142857143,0.9717813666329483,0
0,0,0,0,4,1,1,70.9,273.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.6,1.275179856115108,1
1,0,1,0,72,1,1,89.05,6254.45,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,85.67739726027396,1.0273727963081496,1
1,1,1,0,58,0,1,45.3,2651.2,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,44.93559322033898,0.9861633827761789,0
0,0,1,1,16,1,0,20.4,321.4,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,18.905882352941177,1.0248226950354609,0
1,0,1,0,43,1,1,84.25,3539.25,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,80.4375,1.034535686876439,1
0,0,1,0,2,1,1,104.4,242.8,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,80.93333333333334,1.274206672091131,1
1,0,1,0,14,1,0,81.95,1181.75,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,78.78333333333333,1.027156883225402,1
0,0,1,0,53,1,1,94.85,5000.2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,92.59629629629629,1.0133948003640536,1
0,0,0,0,32,1,0,20.55,654.55,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,19.834848484848482,0.9863282670351249,0
0,0,1,0,34,1,0,24.7,780.2,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,22.291428571428572,1.060475956820412,0
0,1,0,0,15,1,1,74.45,1145.7,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,71.60625,1.0253938194025995,1
0,1,0,0,7,1,0,76.45,503.6,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.95,1.1954652071931196,1
0,0,1,1,15,1,1,105.35,1559.25,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,97.453125,1.0700523726392634,1
1,0,1,0,61,1,1,20.55,1252.0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,20.193548387096776,0.969634703196347,0
0,0,0,0,1,0,0,29.95,29.95,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14.975,1.8748043818466353,0
0,0,0,0,1,1,0,45.3,45.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.65,1.9154334038054968,0
1,0,0,0,8,1,0,84.5,662.65,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,73.62777777777778,1.1322861609469217,1
1,0,1,1,33,1,0,74.75,2453.3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,72.15588235294118,1.0217906967394363,1
0,0,0,0,13,1,1,79.25,1111.65,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,79.40357142857144,0.9856527339759249,1
0,0,1,0,1,0,1,24.8,24.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12.4,1.8507462686567164,0
1,0,0,0,20,1,1,51.8,1023.85,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,48.75476190476191,1.041106378906063,0
1,0,0,0,3,0,0,30.4,82.15,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,20.5375,1.411491584445734,0
0,0,0,0,13,1,0,19.65,244.8,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,17.485714285714288,1.0629829984544048,0
0,0,1,0,40,1,0,56.6,2379.1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,58.02682926829268,0.9588859964464279,0
1,0,1,1,43,1,1,71.9,3173.35,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,72.12159090909091,0.9832937044462058,1
1,0,1,0,6,1,1,91.0,531.0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,75.85714285714286,1.1840148698884758,1
0,0,1,1,69,1,0,19.75,1375.4,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,19.64857142857143,0.9564826345648263,0
0,0,1,1,72,1,0,109.7,8129.3,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,111.36027397260274,0.976323714080197,1
1,0,1,1,59,1,0,19.3,1192.7,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,19.878333333333334,0.9244032888959847,0
0,0,1,0,20,1,1,96.55,1901.65,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,90.5547619047619,1.0545601123449406,1
1,0,1,1,24,1,1,24.1,587.4,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,23.496,0.9838340953625083,0
1,0,0,0,59,1,1,111.35,6519.75,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,108.6625,1.0153881226490369,1
1,0,1,1,72,1,1,112.25,8041.65,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,110.15958904109588,1.0098094187672912,1
1,0,0,1,1,1,0,20.75,20.75,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,10.375,1.8241758241758241,0
0,0,1,0,27,1,1,101.9,2681.15,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,95.75535714285715,1.0531716590074378,1
0,0,0,0,14,1,1,80.05,1112.3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,74.15333333333334,1.0651556817173777,1
1,0,1,1,71,1,0,105.55,7405.5,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,102.85416666666667,1.0163289869608825,1
1,0,0,1,13,1,1,78.3,1033.95,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,73.85357142857143,1.0460422730092085,1
1,0,0,0,44,1,0,68.85,2958.95,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,65.75444444444445,1.031392000532632,0
0,0,0,0,33,1,1,79.95,2684.85,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,78.96617647058824,0.9997977085900289,1
1,0,1,1,72,0,1,55.45,4179.2,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,57.249315068493146,0.9519425238699968,0
1,0,0,0,1,1,0,79.9,79.9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,39.95,1.9511599511599511,1
0,0,0,0,19,1,1,106.6,1934.45,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,96.7225,1.0908439714497684,1
1,0,1,0,64,1,1,102.45,6654.1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,102.37076923076924,0.9910925570388891,1
1,0,0,0,2,1,1,46.0,84.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,28.166666666666668,1.5771428571428572,0
0,0,0,0,1,0,0,25.25,25.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12.625,1.853211009174312,0
1,0,0,1,61,1,0,19.75,1124.2,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,18.13225806451613,1.032287978418479,0
0,0,1,1,29,1,0,20.0,540.05,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,18.001666666666665,1.0525392509429,0
1,1,1,0,23,1,0,86.8,1975.85,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,82.32708333333333,1.0416781258594394,1
0,0,1,0,57,0,1,58.75,3437.45,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,59.266379310344824,0.9748387189060065,0
1,0,1,1,72,0,0,45.25,3139.8,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,43.01095890410959,1.028153012948207,0
1,0,1,0,66,0,1,56.6,3789.2,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,56.55522388059701,0.9834033504486283,0
1,0,1,1,65,1,1,84.2,5324.5,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,80.67424242424242,1.030924775067248,1
0,0,0,0,8,1,1,80.0,624.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,69.4,1.1363636363636362,1
0,0,0,0,4,1,1,70.15,268.35,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,53.67,1.2831534662520578,0
0,0,1,0,71,1,0,24.75,1836.9,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,25.512500000000003,0.9335219236209334,0
1,0,1,1,1,1,1,20.2,20.2,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,10.1,1.8198198198198199,0
1,0,1,0,4,1,0,50.05,179.35,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,35.87,1.3574721996202874,0
0,0,0,0,12,1,1,19.35,219.35,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,16.873076923076923,1.0826339573918657,0
1,0,0,0,24,0,1,50.6,1288.75,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,51.55,0.9628924833491913,0
0,0,1,1,31,1,1,81.15,2545.75,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,79.5546875,1.0073901658423043,1
0,0,1,0,1,1,0,55.2,55.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,27.6,1.93006993006993,0
1,0,0,0,30,1,1,89.9,2723.15,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,87.84354838709677,1.01189114608863,1
0,0,1,1,47,1,1,85.3,4107.25,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,85.56770833333333,0.9853558750977679,1
1,0,0,0,54,1,1,108.0,5760.65,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,104.7390909090909,1.021381960743855,1
1,0,0,0,50,1,1,93.5,4747.5,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,93.08823529411765,0.9937480462644576,1
1,0,0,0,1,1,1,84.6,84.6,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,42.3,1.953810623556582,1
0,0,0,0,72,1,0,20.25,1566.9,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,21.464383561643835,0.9014269162753826,0
0,0,0,0,29,1,0,25.15,702.0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,23.4,1.0307377049180328,0
1,0,0,0,2,1,1,54.4,114.1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,38.03333333333333,1.3936806148590948,0
0,0,0,0,10,0,1,29.6,299.05,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,27.186363636363637,1.0501532010965973,0
1,0,1,0,18,1,1,73.15,1305.95,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,68.73421052631579,1.0489829804898299,1
0,1,0,0,11,1,1,95.0,1120.3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,93.35833333333333,1.0068003179369425,1
1,0,0,0,16,1,0,19.75,284.35,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,16.726470588235294,1.1141529782644766,0
0,0,0,0,72,1,0,86.6,6350.5,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,86.9931506849315,0.984167509924496,1
1,0,0,0,72,1,0,109.2,7878.3,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,107.92191780821918,1.0025530416409896,1
0,0,1,1,41,1,1,74.7,3187.65,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,75.89642857142857,0.9714365333704891,1
0,1,1,0,65,1,0,94.4,6126.15,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,92.82045454545454,1.0061771759405054,1
0,1,0,0,13,1,1,54.8,731.3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,52.23571428571428,1.0293841406145177,0
1,1,0,0,4,1,0,75.35,273.4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,54.67999999999999,1.3532686781609196,1
1,0,0,0,41,1,0,65.0,2531.8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,60.280952380952385,1.0606884761830755,0
1,1,0,0,15,1,1,74.4,1074.3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,67.14375,1.0918095936898102,1
1,0,0,0,1,1,1,48.55,48.55,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24.275,1.920870425321464,0
1,0,0,0,42,1,1,99.0,4298.45,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,99.96395348837208,0.9805479736032893,1
0,0,1,0,51,1,1,93.5,4619.55,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,88.8375,1.0407680534298038,1
0,0,1,1,2,1,0,70.4,147.15,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,49.050000000000004,1.4065934065934065,1
1,1,1,0,1,0,0,40.2,40.2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,20.1,1.90521327014218,0
1,0,0,1,32,1,0,83.7,2633.3,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,79.7969696969697,1.0359299403668005,1
1,0,0,0,10,1,1,19.85,193.05,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,17.55,1.0700808625336928,0
0,0,1,1,67,0,1,59.55,4103.9,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,60.35147058823529,0.9706368800786214,0
0,0,1,1,61,1,0,115.1,7008.15,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,113.03467741935484,1.0093420931663402,1
1,0,0,0,50,1,0,114.35,5791.1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,113.55098039215687,0.9982454939148593,1
0,0,1,0,2,1,1,44.6,80.55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,26.849999999999998,1.6014362657091563,0
0,1,1,0,29,0,1,45.0,1228.65,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,40.955000000000005,1.0725777618877368,0
1,1,0,0,3,0,1,41.15,132.2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,33.05,1.208516886930984,0
1,1,0,0,13,1,1,106.9,1364.3,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,97.45,1.085830370746572,1
1,1,1,0,57,1,1,89.85,4925.35,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,84.9198275862069,1.0457423219320334,1
0,0,0,0,31,0,1,49.85,1520.1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,47.503125,1.0277688293280074,0
0,0,1,0,45,1,0,113.3,5032.25,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,109.39673913043478,1.026298429577118,1
0,0,1,1,61,1,0,88.1,5526.75,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,89.14112903225806,0.9773562961306195,1
1,0,0,0,50,1,0,24.9,1195.25,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,23.436274509803923,1.018976930792377,0
0,1,0,0,19,1,1,105.0,2007.25,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,100.3625,1.0358860525342213,1
1,0,0,0,59,1,0,19.35,1099.6,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,18.326666666666664,1.0012073128665058,0
0,0,1,0,71,1,1,24.25,1732.95,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,24.06875,0.9673398155073547,0
0,1,0,0,16,1,1,94.45,1511.2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,88.89411764705882,1.0506805391964402,1
1,0,1,0,57,1,1,59.75,3450.15,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,59.48534482758621,0.9878425950999814,0
1,0,0,0,1,0,0,24.8,24.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4,1.8507462686567164,0
1,1,1,0,20,1,0,107.05,2172.05,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,103.43095238095239,1.025079227559791,1
1,0,0,0,1,1,0,70.6,70.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35.3,1.9449035812672175,1
1,0,1,0,5,1,1,85.4,401.1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,66.85000000000001,1.2586588061901252,1
0,0,1,0,52,1,1,105.05,5624.85,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,106.12924528301888,0.9805912449254558,1
1,1,1,0,21,1,1,64.95,1339.8,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,60.9,1.0492730210016157,0
1,0,0,0,14,0,1,55.0,771.95,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,51.46333333333334,1.048351229430078,0
0,0,0,0,5,1,0,50.55,244.75,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40.791666666666664,1.2095712861415753,0
0,0,0,0,6,1,0,55.15,322.9,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,46.128571428571426,1.170203091846014,0
0,0,0,0,10,1,0,51.2,498.25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,45.29545454545455,1.1059401080019637,0
0,0,0,1,1,1,0,25.4,25.4,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,12.7,1.854014598540146,0
0,0,0,0,68,1,0,54.45,3687.75,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,53.44565217391305,1.0000798562587343,0
1,0,1,1,18,1,0,95.15,1779.95,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,93.68157894736842,1.0049473303871703,1
0,0,0,0,22,1,1,76.0,1783.6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,77.54782608695652,0.9675633787224621,1
0,0,0,0,20,1,1,44.35,927.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,44.15,0.982281284606866,0
1,0,1,0,1,1,0,70.0,70.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,35.0,1.9444444444444444,0
1,1,0,0,8,1,1,74.5,606.55,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,67.39444444444445,1.0892697587523352,1
1,0,0,0,10,1,1,44.85,435.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,39.58181818181818,1.1051747311827957,0
1,1,0,0,24,1,1,76.1,1712.7,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,68.508,1.0948380042585026,1
1,0,0,0,35,1,0,61.2,2021.2,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,56.144444444444446,1.0709702508263659,0
1,0,1,1,23,1,0,86.8,1940.8,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,80.86666666666666,1.0602605863192183,1
0,1,0,0,6,1,1,89.35,567.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,81.11428571428571,1.088117606123869,1
0,0,0,0,12,1,0,19.7,220.35,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,16.95,1.0974930362116992,0
1,0,0,0,1,1,0,20.25,20.25,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,10.125,1.8202247191011236,0
0,0,1,1,71,1,0,76.05,5436.45,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,75.50625,0.9940364349317866,1
1,1,1,0,35,1,1,100.8,3437.5,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,95.48611111111111,1.0447099467395997,1
1,0,1,1,40,1,1,74.55,3015.75,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,73.5548780487805,0.999934571031324,1
0,0,0,1,1,1,1,73.6,73.6,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,36.8,1.947089947089947,1
1,0,0,0,23,1,1,64.9,1509.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,62.90833333333333,1.0155170165601775,0
0,1,0,0,4,1,1,95.45,396.1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,79.22,1.1898529045125905,1
1,0,0,0,4,1,1,90.4,356.65,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,71.33,1.249827180976082,1
0,0,1,1,68,0,0,60.3,4109.0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,59.55072463768116,0.9958592628051699,0
1,0,0,1,38,1,1,81.85,3141.7,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,80.55641025641025,1.0035998365139749,1
1,0,1,1,52,1,0,24.8,1229.1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,23.19056603773585,1.0251930426643787,0
1,1,1,0,32,1,1,74.9,2303.35,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,69.79848484848485,1.0579322447407282,1
1,0,1,1,29,1,0,75.55,2054.4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,68.48,1.087363270005757,1
1,1,1,1,38,1,0,101.15,3741.85,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,95.94487179487179,1.0433764894137563,1
1,0,0,1,48,1,1,78.75,3682.45,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,75.15204081632653,1.034115424298865,1
0,0,0,0,1,1,1,19.25,19.25,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,9.625,1.811764705882353,0
0,0,0,0,22,1,1,89.05,1886.25,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,82.01086956521739,1.0727510802671205,1
0,0,0,0,43,1,0,115.05,4895.1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,111.25227272727274,1.0249235690712881,1
0,1,1,0,5,1,1,69.35,341.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,56.93333333333334,1.1970655926352127,0
1,0,0,0,5,1,1,80.6,415.55,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,69.25833333333334,1.1471948760526627,1
1,0,1,1,51,1,0,110.05,5686.4,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,109.35384615384615,0.9972466192666946,1
1,0,0,0,71,1,1,19.9,1355.1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,18.820833333333333,1.0039941139373554,0
0,0,1,1,38,1,0,80.3,3058.65,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,78.42692307692307,1.010992203767372,1
1,1,1,0,24,1,1,93.15,2231.05,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,89.242,1.0322244631103035,1
